1.165640228658e+01,8.925880829998e+01
-8.758409190775e+00,-6.334359443591e+01
6.905640655080e+00,5.495428418779e+01
-5.404148372348e+00,-3.985218713958e+01
1.364354073939e+01,1.008771266255e+02
-8.386364101677e+00,-6.044987721646e+01
1.517025606457e+01,1.111897831454e+02
-5.613650534708e+00,-3.964639124983e+01
2.040878237800e+01,1.494051403097e+02
-9.015186128533e+00,-6.369980388239e+01
1.456220333809e+01,1.091165459316e+02
-5.409177623222e+00,-3.903447330542e+01
1.575974690024e+01,1.148108403621e+02
-5.533250221409e+00,-3.945840872555e+01
1.303156895856e+01,9.397615388834e+01
-5.264882473148e+00,-3.649345189575e+01
1.599278035052e+01,1.151345954574e+02
-6.069455393613e+00,-4.202545812343e+01
9.778203910094e+00,7.440789892627e+01
-5.213096335194e+00,-3.856943118017e+01
1.417816354960e+01,1.059375220269e+02
-5.965147856786e+00,-4.405284687565e+01
8.439989502586e+00,6.305655598153e+01
-4.159753735156e+00,-3.014675775066e+01
1.862763081645e+01,1.397168069434e+02
-6.567889814877e+00,-4.851792119051e+01
1.632704713517e+01,1.230963892652e+02
-5.483083408027e+00,-4.138481909241e+01
1.785682270999e+01,1.317019570247e+02
-6.814812870401e+00,-5.011987362229e+01
